Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longtitude,altitude,utm_easting,utm_northing,zone,letter
1695863088.2746778,373,152353,0,GPS1_Frame,42.337263,71.08642316666666,53.2,671880.7735728292,4689331.452542978,42,T
1695863096.2853575,374,152354,0,GPS1_Frame,42.33726316666666,71.08642666666667,54.0,671881.061462845,4689331.478124896,42,T
1695863104.2961557,375,152355,0,GPS1_Frame,42.337266,71.08643133333334,54.3,671881.4382020601,4689331.802178089,42,T
1695863112.3058443,376,152356,0,GPS1_Frame,42.337272166666665,71.08643333333333,54.1,671881.586168628,4689332.490982119,42,T
1695863120.3150089,377,152357,0,GPS1_Frame,42.3372775,71.0864375,53.7,671881.9149043268,4689333.09163055,42,T
1695863128.3256056,378,152358,0,GPS1_Frame,42.33727833333334,71.0864375,53.4,671881.912633851,4689333.184165853,42,T
1695863136.33512,379,152359,0,GPS1_Frame,42.337278500000004,71.0864365,53.4,671881.8297957475,4689333.200651514,42,T
1695863144.3455985,380,152400,0,GPS1_Frame,42.33727833333334,71.08643583333334,53.4,671881.77532717,4689333.180796854,42,T
1695863152.3558369,381,152401,0,GPS1_Frame,42.33727999999999,71.0864375,53.2,671881.9080928996,4689333.369236457,42,T
1695863160.3652964,382,152402,0,GPS1_Frame,42.337281,71.08643616666667,53.1,671881.7955229885,4689333.477583623,42,T
1695863168.374662,383,152403,0,GPS1_Frame,42.337279833333334,71.0864365,53.3,671881.8261629881,4689333.348707998,42,T
1695863176.3850696,384,152404,0,GPS1_Frame,42.33728083333334,71.08643916666666,53.3,671882.0431291035,4689333.465140764,42,T
1695863184.3965,385,152405,0,GPS1_Frame,42.33728016666667,71.08644333333334,53.1,671882.3882121868,4689333.3995350385,42,T
1695863192.4068766,386,152406,0,GPS1_Frame,42.33728550000001,71.08644966666667,52.8,671882.8954464374,4689334.004563236,42,T
1695863200.4173763,387,152407,0,GPS1_Frame,42.33728250000001,71.08645033333333,52.7,671882.9585428694,4689333.672783752,42,T
1695863208.4280982,388,152408,0,GPS1_Frame,42.33728183333333,71.08645066666666,52.3,671882.9878205982,4689333.599429313,42,T
1695863216.4382873,389,152409,0,GPS1_Frame,42.33728266666667,71.08645233333333,51.8,671883.1228567796,4689333.695333639,42,T
1695863224.4485295,390,152410,0,GPS1_Frame,42.33728366666666,71.08645466666667,51.7,671883.3123615328,4689333.811092639,42,T
1695863232.4575493,391,152411,0,GPS1_Frame,42.33728333333333,71.08645716666666,51.4,671883.5192297403,4689333.779132065,42,T
1695863240.4689467,392,152412,0,GPS1_Frame,42.33728250000001,71.0864595,51.2,671883.7137295827,4689333.691313411,42,T
1695863248.4769077,393,152413,0,GPS1_Frame,42.33728066666666,71.08646216666666,51.1,671883.9384153683,4689333.493126204,42,T
1695863256.4854953,394,152414,0,GPS1_Frame,42.33727916666667,71.0864655,51.2,671884.2171156382,4689333.333300746,42,T
1695863264.4962435,395,152415,0,GPS1_Frame,42.33727783333334,71.0864675,51.3,671884.3855164711,4689333.189287118,42,T
1695863272.5052772,396,152416,0,GPS1_Frame,42.337277166666674,71.0864695,51.3,671884.5521009025,4689333.119301736,42,T
1695863280.5165298,397,152417,0,GPS1_Frame,42.33727650000001,71.08647266666667,51.2,671884.8148000172,4689333.0516746985,42,T
1695863288.5272849,398,152418,0,GPS1_Frame,42.33727483333334,71.08647383333333,51.2,671884.9154557292,4689332.868962433,42,T
1695863296.5370932,399,152419,0,GPS1_Frame,42.33727233333334,71.08647666666667,51.6,671885.1556886613,4689332.597083929,42,T
1695863304.5495381,400,152420,0,GPS1_Frame,42.337269666666664,71.08647866666666,51.5,671885.3277223613,4689332.305013837,42,T
1695863312.5586402,401,152421,0,GPS1_Frame,42.337272166666665,71.08647516666666,51.3,671885.0325667354,4689332.575544713,42,T
1695863320.5682669,402,152422,0,GPS1_Frame,42.337270999999994,71.08647633333334,51.6,671885.1318601507,4689332.448353631,42,T
1695863328.5785823,403,152423,0,GPS1_Frame,42.337271166666675,71.086477,51.7,671885.1863287259,4689332.468208318,42,T
1695863336.587641,404,152424,0,GPS1_Frame,42.33726983333333,71.08647916666668,52.1,671885.3684602694,4689332.324531618,42,T
1695863344.597044,405,152425,0,GPS1_Frame,42.337266666666665,71.08648616666666,52.4,671885.953776429,4689331.9870475745,42,T
1695863352.606688,406,152426,0,GPS1_Frame,42.33726616666666,71.08648783333334,52.6,671886.092445456,4689331.934895473,42,T
1695863360.616622,407,152427,0,GPS1_Frame,42.337263833333324,71.08649133333333,52.9,671886.3871470435,4689331.682871702,42,T
1695863368.6277676,408,152428,0,GPS1_Frame,42.33726450000001,71.08649050000001,52.8,671886.3166772607,4689331.755215403,42,T
1695863376.6376395,409,152429,0,GPS1_Frame,42.337266666666665,71.08648533333333,52.7,671885.8851230715,4689331.985363035,42,T
1695863384.6478274,410,152430,0,GPS1_Frame,42.337269500000005,71.08647816666667,52.9,671885.2869844552,4689332.285496057,42,T
1695863392.657567,411,152431,0,GPS1_Frame,42.33726616666666,71.086485,52.9,671885.8590240462,4689331.929168037,42,T
1695863400.6673865,412,152432,0,GPS1_Frame,42.33726716666667,71.08648883333333,52.6,671886.1721048455,4689332.047959288,42,T
1695863408.6770535,413,152433,0,GPS1_Frame,42.337270833333335,71.08648883333333,52.4,671886.1621145082,4689332.455114621,42,T
1695863416.6853452,414,152434,0,GPS1_Frame,42.33726766666667,71.0864985,52.5,671886.9671214309,4689332.1230212,42,T
1695863424.6949565,415,152435,0,GPS1_Frame,42.33726433333333,71.0865065,52.8,671887.6352758277,4689331.769051692,42,T
1695863432.7058418,416,152436,0,GPS1_Frame,42.337254833333326,71.086516,53.7,671888.4438084941,4689330.733353221,42,T
1695863440.7172742,417,152437,0,GPS1_Frame,42.337253,71.08652733333334,54.2,671889.3824895562,4689330.552685681,42,T
1695863448.7281053,418,152438,0,GPS1_Frame,42.33724600000001,71.08653666666667,54.7,671890.1704801928,4689329.794256394,42,T
1695863456.7404826,419,152439,0,GPS1_Frame,42.33724016666667,71.08654,55.0,671890.4609878043,4689329.153247599,42,T
1695863464.7526107,420,152440,0,GPS1_Frame,42.33723116666667,71.08655666666667,55.6,671891.8585780037,4689328.187558121,42,T
1695863472.76188,421,152441,0,GPS1_Frame,42.33722266666667,71.08656866666666,56.4,671892.8703471618,4689327.2679562885,42,T
1695863480.7727408,422,152442,0,GPS1_Frame,42.33720633333334,71.08658083333333,57.4,671893.917191179,4689325.478859673,42,T
1695863488.782182,423,152443,0,GPS1_Frame,42.337196999999996,71.08658799999999,58.4,671894.5330417239,4689324.456952004,42,T
1695863496.792924,424,152444,0,GPS1_Frame,42.33718766666666,71.08659533333334,59.3,671895.1626231314,4689323.435381311,42,T
1695863504.8019114,425,152445,0,GPS1_Frame,42.33717616666666,71.08659483333332,60.1,671895.1527659369,4689322.157383361,42,T
1695863512.8113132,426,152446,0,GPS1_Frame,42.337162000000006,71.08659733333334,61.3,671895.3973272658,4689320.589337109,42,T
1695863520.820443,427,152447,0,GPS1_Frame,42.33715300000001,71.08659733333334,62.4,671895.4218502266,4689319.589955846,42,T
1695863528.8324103,428,152448,0,GPS1_Frame,42.33714133333333,71.08659566666667,63.5,671895.3163322585,4689318.291092362,42,T
1695863536.8417811,429,152449,0,GPS1_Frame,42.337136166666674,71.08659466666667,64.4,671895.2480260428,4689317.71535194,42,T
1695863544.8511555,430,152450,0,GPS1_Frame,42.337128833333324,71.086591,65.5,671894.9659322534,4689316.8936289335,42,T
1695863552.8617651,431,152451,0,GPS1_Frame,42.33712083333333,71.08659083333333,66.8,671894.9739996581,4689316.004953115,42,T
1695863560.8739092,432,152452,0,GPS1_Frame,42.3371105,71.0865895,68.1,671894.8923098992,4689314.85481998,42,T
1695863568.881137,433,152453,0,GPS1_Frame,42.3371015,71.08658816666666,69.2,671894.8069870872,4689313.852743332,42,T
1695863576.8908749,434,152454,0,GPS1_Frame,42.33709283333333,71.0865785,69.9,671894.0342205412,4689312.870834642,42,T
1695863584.9018657,435,152455,0,GPS1_Frame,42.337089,71.08656816666667,70.8,671893.1933613927,4689312.424283104,42,T
1695863592.9108644,436,152456,0,GPS1_Frame,42.33708133333333,71.08656033333334,71.7,671892.5689075632,4689311.557123082,42,T
1695863600.9197223,437,152457,0,GPS1_Frame,42.337071833333326,71.08656216666667,72.8,671892.7458302601,4689310.505926771,42,T
1695863608.9281325,438,152458,0,GPS1_Frame,42.3370655,71.08655916666666,73.8,671892.515933969,4689309.796593932,42,T
1695863616.939218,439,152459,0,GPS1_Frame,42.337063333333326,71.08655350000001,74.6,671892.0549932043,4689309.544546902,42,T
1695863624.948635,440,152500,0,GPS1_Frame,42.33706183333334,71.08654700000001,75.5,671891.5235823635,4689309.364843559,42,T
1695863632.9593067,441,152501,0,GPS1_Frame,42.337060666666666,71.08654316666666,76.3,671891.2109547157,4689309.227545043,42,T
1695863640.9693432,442,152502,0,GPS1_Frame,42.33705683333333,71.08654016666667,77.1,671890.9742464868,4689308.79581816,42,T
1695863648.9809866,443,152503,0,GPS1_Frame,42.337056,71.08653433333333,77.9,671890.4959419724,4689308.691490803,42,T
1695863656.9908338,444,152504,0,GPS1_Frame,42.3370555,71.08653166666666,78.4,671890.2776128434,4689308.63057898,42,T
1695863665.0008504,445,152505,0,GPS1_Frame,42.33705816666667,71.08652333333333,78.9,671889.5838112023,4689308.909846222,42,T
1695863673.010688,446,152506,0,GPS1_Frame,42.33705966666666,71.08651433333333,79.7,671888.8382655247,4689309.058216461,42,T
1695863681.0204794,447,152507,0,GPS1_Frame,42.33706133333333,71.08650883333333,80.3,671888.380610805,4689309.232168974,42,T
1695863689.0296621,448,152508,0,GPS1_Frame,42.33706383333333,71.08650533333333,80.5,671888.0854541564,4689309.502699742,42,T
1695863697.039543,449,152509,0,GPS1_Frame,42.337068,71.08650200000001,80.5,671887.7994871711,4689309.958638033,42,T
1695863705.048684,450,152510,0,GPS1_Frame,42.337072000000006,71.0864985,80.6,671887.5002436108,4689310.395732366,42,T
1695863713.0589538,451,152511,0,GPS1_Frame,42.33707583333333,71.0864955,80.6,671887.2426463331,4689310.815330377,42,T
1695863721.0688846,452,152512,0,GPS1_Frame,42.337078999999996,71.08649183333334,80.8,671886.9319426558,4689311.159552522,42,T
1695863729.08016,453,152513,0,GPS1_Frame,42.33708183333333,71.086489,81.1,671886.6908007762,4689311.4684451,42,T
1695863737.0902069,454,152514,0,GPS1_Frame,42.337083666666665,71.08648483333333,81.4,671886.3425378529,4689311.663600066,42,T
1695863745.1009119,455,152515,0,GPS1_Frame,42.33709016666667,71.08648050000001,81.4,671885.967829362,4689312.376615823,42,T
1695863753.1114671,456,152516,0,GPS1_Frame,42.33709266666666,71.08647816666667,81.6,671885.7687878946,4689312.649505032,42,T
1695863761.1213555,457,152517,0,GPS1_Frame,42.337096833333334,71.08647566666667,81.8,671885.5514747155,4689313.107127941,42,T
1695863769.130377,458,152518,0,GPS1_Frame,42.33710116666666,71.08647316666666,81.8,671885.3337074593,4689313.583257915,42,T
1695863777.1414328,459,152519,0,GPS1_Frame,42.33710583333333,71.08646916666666,81.9,671884.9914556774,4689314.093369871,42,T
1695863785.150093,460,152520,0,GPS1_Frame,42.33710733333334,71.08646683333333,82.2,671884.795138893,4689314.2552167475,42,T
1695863793.159456,461,152521,0,GPS1_Frame,42.33710716666666,71.08646333333333,82.7,671884.5072481731,4689314.229634696,42,T
1695863801.16932,462,152522,0,GPS1_Frame,42.3371095,71.0864625,82.8,671884.4322372586,4689314.487049016,42,T
1695863809.1786962,463,152523,0,GPS1_Frame,42.337112833333336,71.0864625,82.7,671884.4231552762,4689314.857190221,42,T
1695863817.18968,464,152524,0,GPS1_Frame,42.337114166666666,71.08646066666667,83.0,671884.2684847362,4689315.001540759,42,T
1695863825.2004,465,152525,0,GPS1_Frame,42.33711566666666,71.08645866666667,83.3,671884.0996294005,4689315.164061459,42,T
1695863833.209569,466,152526,0,GPS1_Frame,42.33711866666666,71.08645616666666,83.2,671883.8854950827,4689315.492134994,42,T
1695863841.2172108,467,152527,0,GPS1_Frame,42.33711916666666,71.08645266666667,83.4,671883.5957880265,4689315.540581221,42,T
1695863849.2290046,468,152528,0,GPS1_Frame,42.33711766666667,71.08644583333333,84.3,671883.0369160596,4689315.360204706,42,T
1695863857.2369933,469,152529,0,GPS1_Frame,42.337115499999996,71.08643916666666,85.2,671882.4935911457,4689315.106136895,42,T
1695863865.2482796,470,152530,0,GPS1_Frame,42.337111500000006,71.08643233333333,86.5,671881.9415305082,4689314.648154572,42,T
1695863873.2575476,471,152531,0,GPS1_Frame,42.3371075,71.08642466666667,88.1,671881.3208162722,4689314.188487802,42,T
